,temp,hum,heat,dewPoint,tiempo
401,21.3999996,14.3058807,21.266452800000003,64.0,1595643840000
402,-26.0,-30.8025648,-30.873023999999997,64.0,1595643900000
403,21.6000004,14.495293900000002,21.4864483,64.0,1595643960000
404,21.5,14.400588199999998,21.3764515,64.0,1595644020000
405,21.3999996,14.3058807,21.266452800000003,64.0,1595644080000
406,21.2000008,14.116461600000001,21.0464573,64.0,1595644140000
407,21.2999992,14.2111712,21.1564522,64.0,1595644200000
408,21.2999992,14.2111712,21.1564522,64.0,1595644260000
409,21.3999996,14.3058807,21.266452800000003,64.0,1595644320000
410,21.2999992,14.2111712,21.1564522,64.0,1595644380000
411,21.2999992,15.3792663,21.2870064,69.0,1595644500000
412,20.2000008,12.683357800000001,19.894243200000002,62.0,1595644560000
413,19.2999992,12.076941099999999,18.9303646,63.0,1595644620000
414,18.6000004,11.6533,18.1864853,64.0,1595644680000
415,18.1000004,11.413734300000002,17.6626034,65.0,1595644740000
416,17.7000008,11.0339347,17.222604800000003,65.0,1595644800000
417,17.2999992,10.4212311,16.7564983,64.0,1595644860000
418,17.0,10.3692125,16.4526119,65.0,1595644920000
419,16.600000400000003,10.443364,16.0648384,67.0,1595644980000
420,16.5,10.122717,15.928729999999998,66.0,1595645040000
421,16.100000400000003,9.9667662,15.5148439,67.0,1595645100000
422,16.2000008,10.2839726,15.6509552,68.0,1595645160000
423,15.800000199999998,9.9020013,15.210957500000001,68.0,1595645220000
424,15.800000199999998,9.9020013,15.210957500000001,68.0,1595645340000
425,15.800000199999998,9.9020013,15.210957500000001,68.0,1595645400000
426,15.800000199999998,10.120365699999999,15.2370691,69.0,1595645460000
427,15.699999800000002,10.024703599999999,15.1270685,69.0,1595645520000
428,15.6000004,9.9290407,15.0170736,69.0,1595645580000
429,15.5,10.048478300000001,14.933184599999999,70.0,1595645640000
430,15.5,10.048478300000001,14.933184599999999,70.0,1595645700000
431,15.5,10.048478300000001,14.933184599999999,70.0,1595645760000
432,15.5,10.2608883,14.9592962,71.0,1595645820000
433,15.5,10.2608883,14.9592962,71.0,1595645880000
434,15.5,10.2608883,14.9592962,71.0,1595645940000
435,15.6000004,10.3568774,15.0692959,71.0,1595646000000
436,15.5,10.2608883,14.9592962,71.0,1595646060000
437,15.5,10.2608883,14.9592962,71.0,1595646120000
438,15.5,10.2608883,14.9592962,71.0,1595646180000
439,15.5,10.2608883,14.9592962,71.0,1595646240000
440,15.5,10.2608883,14.9592962,71.0,1595646300000
441,15.5,10.2608883,14.9592962,71.0,1595646360000
442,15.5,10.2608883,14.9592962,71.0,1595646420000
443,15.5,10.2608883,14.9592962,71.0,1595646540000
444,15.5,10.048478300000001,14.933184599999999,70.0,1595646600000
445,15.5,10.048478300000001,14.933184599999999,70.0,1595646660000
446,15.6000004,10.1443064,15.0431843,70.0,1595646720000
447,15.300000199999998,9.8568182,14.7131872,70.0,1595646780000
448,15.5,10.048478300000001,14.933184599999999,70.0,1595646900000
449,15.5,10.048478300000001,14.933184599999999,70.0,1595646960000
